Legend,X,Y,Temperature,SOC,DoD,C_chg,C_dis,method,t,Q_loss_calendar,y_pure_cycle
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],0.0,1.0,40,0.5,0.05,1.0,1.0,CC',0.0,0.0,1.0
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],79.51551329941438,0.9855224021748192,40,0.5,0.05,1.0,1.0,CC',572511.6957557836,0.00797562010819775,0.993498022283017
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],137.1775318320439,0.9762933712422516,40,0.5,0.05,1.0,1.0,CC',987678.2291907163,0.010475626811150142,0.9867689980534017
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],202.67940061496043,0.9656239953686652,40,0.5,0.05,1.0,1.0,CC',1459291.6844277151,0.012733369211303499,0.9783573645799687
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],351.73947307132136,0.9391559150813552,40,0.5,0.05,1.0,1.0,CC',2532524.2061135136,0.016774480556637293,0.9559303956379925
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],501.7662067478005,0.9148054809145432,40,0.5,0.05,1.0,1.0,CC',3612716.6885841633,0.020034994643451928,0.9348404755579951
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],639.5495064539604,0.896838660427775,40,0.5,0.05,1.0,1.0,CC',4604756.446468514,0.02261911508693385,0.9194577755147089
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],968.7804471066652,0.8683706200912154,40,0.5,0.05,1.0,1.0,CC',6975219.219167989,0.027838844724813443,0.8962094648160288
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],1285.396142714298,0.8590661258766691,40,0.5,0.05,1.0,1.0,CC',9254852.227542946,0.0320669033185649,0.891133029195234
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],1638.6993614384587,0.8550225124330719,40,0.5,0.05,1.0,1.0,CC',11798635.402356902,0.03620663538154027,0.8912291478146122
