Time,DischargeCapacity,Type,TemperatureDeg,SOC,capacityPercent,Ua
0,2.996,"TP_25°C,100%SOC",25.0,1.0,1.0,0.08638231318759382
160,2.964,"TP_25°C,100%SOC",25.0,1.0,0.9893190921228304,0.08638231318759382
277,2.953,"TP_25°C,100%SOC",25.0,1.0,0.9856475300400533,0.08638231318759382
409,2.944,"TP_25°C,100%SOC",25.0,1.0,0.9826435246995995,0.08638231318759382
708,2.932,"TP_25°C,100%SOC",25.0,1.0,0.9786381842456608,0.08638231318759382
1009,2.915,"TP_25°C,100%SOC",25.0,1.0,0.9729639519359146,0.08638231318759382
1286,2.907,"TP_25°C,100%SOC",25.0,1.0,0.9702937249666221,0.08638231318759382
1945,2.895,"TP_25°C,100%SOC",25.0,1.0,0.9662883845126836,0.08638231318759382
2579,2.88,"TP_25°C,100%SOC",25.0,1.0,0.9612817089452603,0.08638231318759382
3287,2.864,"TP_25°C,100%SOC",25.0,1.0,0.9559412550066755,0.08638231318759382
3873,2.852,"TP_25°C,100%SOC",25.0,1.0,0.951935914552737,0.08638231318759382
4483,2.842,"TP_25°C,100%SOC",25.0,1.0,0.9485981308411215,0.08638231318759382
5119,2.83,"TP_25°C,100%SOC",25.0,1.0,0.9445927903871829,0.08638231318759382
5753,2.818,"TP_25°C,100%SOC",25.0,1.0,0.9405874499332444,0.08638231318759382
6388,2.809,"TP_25°C,100%SOC",25.0,1.0,0.9375834445927904,0.08638231318759382
7027,2.799,"TP_25°C,100%SOC",25.0,1.0,0.9342456608811749,0.08638231318759382
7663,2.789,"TP_25°C,100%SOC",25.0,1.0,0.9309078771695595,0.08638231318759382
8300,2.781,"TP_25°C,100%SOC",25.0,1.0,0.928237650200267,0.08638231318759382
9032,2.77,"TP_25°C,100%SOC",25.0,1.0,0.92456608811749,0.08638231318759382
9666,2.761,"TP_25°C,100%SOC",25.0,1.0,0.9215620827770361,0.08638231318759382
10302,2.754,"TP_25°C,100%SOC",25.0,1.0,0.9192256341789052,0.08638231318759382
10939,2.743,"TP_25°C,100%SOC",25.0,1.0,0.9155540720961282,0.08638231318759382
11575,2.737,"TP_25°C,100%SOC",25.0,1.0,0.913551401869159,0.08638231318759382
12211,2.729,"TP_25°C,100%SOC",25.0,1.0,0.9108811748998665,0.08638231318759382
12844,2.724,"TP_25°C,100%SOC",25.0,1.0,0.9092122830440588,0.08638231318759382
13481,2.717,"TP_25°C,100%SOC",25.0,1.0,0.9068758344459279,0.08638231318759382
14119,2.711,"TP_25°C,100%SOC",25.0,1.0,0.9048731642189586,0.08638231318759382
14695,2.705,"TP_25°C,100%SOC",25.0,1.0,0.9028704939919894,0.08638231318759382
15148,2.701,"TP_25°C,100%SOC",25.0,1.0,0.9015353805073432,0.08638231318759382
15811,2.695,"TP_25°C,100%SOC",25.0,1.0,0.8995327102803737,0.08638231318759382
17001,2.689,"TP_25°C,100%SOC",25.0,1.0,0.8975300400534045,0.08638231318759382
18239,2.682,"TP_25°C,100%SOC",25.0,1.0,0.8951935914552737,0.08638231318759382
19190,2.677,"TP_25°C,100%SOC",25.0,1.0,0.893524699599466,0.08638231318759382
20163,2.672,"TP_25°C,100%SOC",25.0,1.0,0.8918558077436582,0.08638231318759382
21241,2.666,"TP_25°C,100%SOC",25.0,1.0,0.8898531375166889,0.08638231318759382
