Time,DischargeCapacity,Type,TemperatureDeg,SOC,capacityPercent,Ua
0,2.997,"TP_40°C,75%SOC",40.0,0.75,1.0,0.1007238376893428
160,2.961,"TP_40°C,75%SOC",40.0,0.75,0.9879879879879879,0.1007238376893428
277,2.948,"TP_40°C,75%SOC",40.0,0.75,0.9836503169836504,0.1007238376893428
409,2.939,"TP_40°C,75%SOC",40.0,0.75,0.9806473139806474,0.1007238376893428
708,2.925,"TP_40°C,75%SOC",40.0,0.75,0.975975975975976,0.1007238376893428
1009,2.913,"TP_40°C,75%SOC",40.0,0.75,0.9719719719719719,0.1007238376893428
1286,2.903,"TP_40°C,75%SOC",40.0,0.75,0.9686353019686353,0.1007238376893428
1945,2.887,"TP_40°C,75%SOC",40.0,0.75,0.9632966299632967,0.1007238376893428
2579,2.874,"TP_40°C,75%SOC",40.0,0.75,0.958958958958959,0.1007238376893428
3287,2.861,"TP_40°C,75%SOC",40.0,0.75,0.9546212879546214,0.1007238376893428
3873,2.852,"TP_40°C,75%SOC",40.0,0.75,0.9516182849516183,0.1007238376893428
4483,2.842,"TP_40°C,75%SOC",40.0,0.75,0.9482816149482817,0.1007238376893428
5119,2.833,"TP_40°C,75%SOC",40.0,0.75,0.9452786119452787,0.1007238376893428
5753,2.823,"TP_40°C,75%SOC",40.0,0.75,0.9419419419419419,0.1007238376893428
6388,2.817,"TP_40°C,75%SOC",40.0,0.75,0.9399399399399401,0.1007238376893428
7027,2.807,"TP_40°C,75%SOC",40.0,0.75,0.9366032699366033,0.1007238376893428
7663,2.802,"TP_40°C,75%SOC",40.0,0.75,0.934934934934935,0.1007238376893428
8300,2.793,"TP_40°C,75%SOC",40.0,0.75,0.931931931931932,0.1007238376893428
9032,2.788,"TP_40°C,75%SOC",40.0,0.75,0.9302635969302636,0.1007238376893428
9666,2.78,"TP_40°C,75%SOC",40.0,0.75,0.9275942609275942,0.1007238376893428
10302,2.774,"TP_40°C,75%SOC",40.0,0.75,0.9255922589255923,0.1007238376893428
10939,2.769,"TP_40°C,75%SOC",40.0,0.75,0.923923923923924,0.1007238376893428
11575,2.763,"TP_40°C,75%SOC",40.0,0.75,0.9219219219219219,0.1007238376893428
12211,2.757,"TP_40°C,75%SOC",40.0,0.75,0.91991991991992,0.1007238376893428
12844,2.751,"TP_40°C,75%SOC",40.0,0.75,0.9179179179179179,0.1007238376893428
13481,2.742,"TP_40°C,75%SOC",40.0,0.75,0.914914914914915,0.1007238376893428
14119,2.736,"TP_40°C,75%SOC",40.0,0.75,0.912912912912913,0.1007238376893428
14695,2.73,"TP_40°C,75%SOC",40.0,0.75,0.9109109109109109,0.1007238376893428
15148,2.729,"TP_40°C,75%SOC",40.0,0.75,0.9105772439105773,0.1007238376893428
15811,2.722,"TP_40°C,75%SOC",40.0,0.75,0.9082415749082416,0.1007238376893428
17001,2.712,"TP_40°C,75%SOC",40.0,0.75,0.904904904904905,0.1007238376893428
18239,2.702,"TP_40°C,75%SOC",40.0,0.75,0.9015682349015682,0.1007238376893428
19190,2.695,"TP_40°C,75%SOC",40.0,0.75,0.8992325658992325,0.1007238376893428
20163,2.688,"TP_40°C,75%SOC",40.0,0.75,0.896896896896897,0.1007238376893428
21241,2.68,"TP_40°C,75%SOC",40.0,0.75,0.8942275608942276,0.1007238376893428
