Time,DischargeCapacity,Type,TemperatureDeg,SOC,capacityPercent,Ua
0,2.995,"TP_40°C,0%SOC",40.0,0.0,1.0,0.6843540587292689
160,3.001,"TP_40°C,0%SOC",40.0,0.0,1.0020033388981635,0.6843540587292689
277,3.0,"TP_40°C,0%SOC",40.0,0.0,1.001669449081803,0.6843540587292689
409,2.997,"TP_40°C,0%SOC",40.0,0.0,1.000667779632721,0.6843540587292689
708,2.995,"TP_40°C,0%SOC",40.0,0.0,1.0,0.6843540587292689
1009,2.991,"TP_40°C,0%SOC",40.0,0.0,0.9986644407345576,0.6843540587292689
1286,2.987,"TP_40°C,0%SOC",40.0,0.0,0.9973288814691151,0.6843540587292689
1945,2.983,"TP_40°C,0%SOC",40.0,0.0,0.9959933222036728,0.6843540587292689
2579,2.978,"TP_40°C,0%SOC",40.0,0.0,0.9943238731218698,0.6843540587292689
3287,2.974,"TP_40°C,0%SOC",40.0,0.0,0.9929883138564274,0.6843540587292689
3873,2.97,"TP_40°C,0%SOC",40.0,0.0,0.991652754590985,0.6843540587292689
4483,2.966,"TP_40°C,0%SOC",40.0,0.0,0.9903171953255426,0.6843540587292689
5119,2.963,"TP_40°C,0%SOC",40.0,0.0,0.9893155258764608,0.6843540587292689
5753,2.959,"TP_40°C,0%SOC",40.0,0.0,0.9879799666110184,0.6843540587292689
6388,2.959,"TP_40°C,0%SOC",40.0,0.0,0.9879799666110184,0.6843540587292689
7027,2.953,"TP_40°C,0%SOC",40.0,0.0,0.9859766277128547,0.6843540587292689
7663,2.95,"TP_40°C,0%SOC",40.0,0.0,0.984974958263773,0.6843540587292689
8300,2.947,"TP_40°C,0%SOC",40.0,0.0,0.9839732888146911,0.6843540587292689
9032,2.939,"TP_40°C,0%SOC",40.0,0.0,0.9813021702838063,0.6843540587292689
9666,2.938,"TP_40°C,0%SOC",40.0,0.0,0.9809682804674458,0.6843540587292689
10302,2.936,"TP_40°C,0%SOC",40.0,0.0,0.9803005008347245,0.6843540587292689
10939,2.933,"TP_40°C,0%SOC",40.0,0.0,0.9792988313856427,0.6843540587292689
11575,2.93,"TP_40°C,0%SOC",40.0,0.0,0.9782971619365609,0.6843540587292689
12211,2.928,"TP_40°C,0%SOC",40.0,0.0,0.9776293823038397,0.6843540587292689
12844,2.924,"TP_40°C,0%SOC",40.0,0.0,0.9762938230383973,0.6843540587292689
13481,2.923,"TP_40°C,0%SOC",40.0,0.0,0.9759599332220367,0.6843540587292689
14119,2.92,"TP_40°C,0%SOC",40.0,0.0,0.9749582637729549,0.6843540587292689
14695,2.917,"TP_40°C,0%SOC",40.0,0.0,0.973956594323873,0.6843540587292689
15148,2.911,"TP_40°C,0%SOC",40.0,0.0,0.9719532554257095,0.6843540587292689
15811,2.91,"TP_40°C,0%SOC",40.0,0.0,0.9716193656093489,0.6843540587292689
17001,2.907,"TP_40°C,0%SOC",40.0,0.0,0.970617696160267,0.6843540587292689
18239,2.904,"TP_40°C,0%SOC",40.0,0.0,0.9696160267111853,0.6843540587292689
19190,2.9,"TP_40°C,0%SOC",40.0,0.0,0.9682804674457428,0.6843540587292689
20163,2.897,"TP_40°C,0%SOC",40.0,0.0,0.967278797996661,0.6843540587292689
21241,2.889,"TP_40°C,0%SOC",40.0,0.0,0.9646076794657762,0.6843540587292689
