Time,DischargeCapacity,Type,TemperatureDeg,SOC,capacityPercent,Ua
0,2.99,"TP_40°C,50%SOC",40.0,0.5,1.0,0.12330367674277432
160,2.982,"TP_40°C,50%SOC",40.0,0.5,0.9973244147157191,0.12330367674277432
277,2.974,"TP_40°C,50%SOC",40.0,0.5,0.9946488294314382,0.12330367674277432
409,2.966,"TP_40°C,50%SOC",40.0,0.5,0.9919732441471572,0.12330367674277432
708,2.954,"TP_40°C,50%SOC",40.0,0.5,0.9879598662207357,0.12330367674277432
1009,2.943,"TP_40°C,50%SOC",40.0,0.5,0.9842809364548495,0.12330367674277432
1286,2.934,"TP_40°C,50%SOC",40.0,0.5,0.9812709030100334,0.12330367674277432
1945,2.92,"TP_40°C,50%SOC",40.0,0.5,0.9765886287625417,0.12330367674277432
2579,2.908,"TP_40°C,50%SOC",40.0,0.5,0.9725752508361203,0.12330367674277432
3287,2.896,"TP_40°C,50%SOC",40.0,0.5,0.9685618729096989,0.12330367674277432
3873,2.887,"TP_40°C,50%SOC",40.0,0.5,0.9655518394648829,0.12330367674277432
4483,2.878,"TP_40°C,50%SOC",40.0,0.5,0.9625418060200669,0.12330367674277432
5119,2.87,"TP_40°C,50%SOC",40.0,0.5,0.9598662207357859,0.12330367674277432
5753,2.861,"TP_40°C,50%SOC",40.0,0.5,0.9568561872909699,0.12330367674277432
6388,2.852,"TP_40°C,50%SOC",40.0,0.5,0.9538461538461538,0.12330367674277432
7027,2.845,"TP_40°C,50%SOC",40.0,0.5,0.9515050167224081,0.12330367674277432
7663,2.838,"TP_40°C,50%SOC",40.0,0.5,0.9491638795986622,0.12330367674277432
8300,2.832,"TP_40°C,50%SOC",40.0,0.5,0.9471571906354513,0.12330367674277432
9032,2.821,"TP_40°C,50%SOC",40.0,0.5,0.9434782608695652,0.12330367674277432
9666,2.815,"TP_40°C,50%SOC",40.0,0.5,0.9414715719063544,0.12330367674277432
10302,2.809,"TP_40°C,50%SOC",40.0,0.5,0.9394648829431438,0.12330367674277432
10939,2.802,"TP_40°C,50%SOC",40.0,0.5,0.937123745819398,0.12330367674277432
11575,2.795,"TP_40°C,50%SOC",40.0,0.5,0.9347826086956521,0.12330367674277432
12211,2.789,"TP_40°C,50%SOC",40.0,0.5,0.9327759197324414,0.12330367674277432
12844,2.785,"TP_40°C,50%SOC",40.0,0.5,0.9314381270903009,0.12330367674277432
13481,2.778,"TP_40°C,50%SOC",40.0,0.5,0.9290969899665551,0.12330367674277432
14119,2.772,"TP_40°C,50%SOC",40.0,0.5,0.9270903010033443,0.12330367674277432
14695,2.766,"TP_40°C,50%SOC",40.0,0.5,0.9250836120401337,0.12330367674277432
15148,2.771,"TP_40°C,50%SOC",40.0,0.5,0.9267558528428093,0.12330367674277432
15811,2.759,"TP_40°C,50%SOC",40.0,0.5,0.9227424749163878,0.12330367674277432
17001,2.747,"TP_40°C,50%SOC",40.0,0.5,0.9187290969899664,0.12330367674277432
18239,2.738,"TP_40°C,50%SOC",40.0,0.5,0.9157190635451504,0.12330367674277432
19190,2.73,"TP_40°C,50%SOC",40.0,0.5,0.9130434782608695,0.12330367674277432
20163,2.722,"TP_40°C,50%SOC",40.0,0.5,0.9103678929765886,0.12330367674277432
21241,2.713,"TP_40°C,50%SOC",40.0,0.5,0.9073578595317725,0.12330367674277432
