Legend,X,Y,Temperature,SOC,DoD,C_chg,C_dis,method,t,Q_loss_calendar,y_pure_cycle
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],0.0,1.0,40,0.5,0.2,1.0,1.0,CC',0.0,0.0,1.0
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],79.58302256171635,0.9797841941672112,40,0.5,0.2,1.0,1.0,CC',572997.7624443577,0.007979005070286675,0.9877631992374979
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],137.3014726505905,0.9656071706940054,40,0.5,0.2,1.0,1.0,CC',988570.6030842518,0.010480358142178278,0.9760875288361837
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],202.84596476774223,0.9501146668999604,40,0.5,0.2,1.0,1.0,CC',1460490.946327744,0.01273860034796034,0.9628532672479208
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],351.95230708141,0.9137056403756952,40,0.5,0.2,1.0,1.0,CC',2534056.610986152,0.016779554823716573,0.9304851951994119
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],502.02687055256985,0.8780936763389239,40,0.5,0.2,1.0,1.0,CC',3614593.4679785026,0.020040197982964417,0.8981338743218883
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],639.8621908288542,0.8483986655903574,40,0.5,0.2,1.0,1.0,CC',4607007.773967749,0.022624643806386978,0.8710233093967443
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],969.1504301846307,0.7919598710055425,40,0.5,0.2,1.0,1.0,CC',6977883.097329341,0.02784416012846254,0.8198040311340051
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],1285.8347658870505,0.7685173802411495,40,0.5,0.2,1.0,1.0,CC',9258010.314386763,0.032072374039503145,0.8005897542806526
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],1639.212348096297,0.7706514878000542,40,0.5,0.2,1.0,1.0,CC',11802328.906293338,0.03621230209135704,0.8068637898914113
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],1931.845306079283,0.7728905356068659,40,0.5,0.2,1.0,1.0,CC',13909286.203770837,0.03931196022709096,0.8122024958339569
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],2236.603248425194,0.7790563283809435,40,0.5,0.2,1.0,1.0,CC',16103543.388661396,0.042299282613758926,0.8213556109947024
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],2554.053317804715,0.7863281045267875,40,0.5,0.2,1.0,1.0,CC',18389183.888193946,0.04520156857462318,0.8315296731014107
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],2870.911952036041,0.7901210513404294,40,0.5,0.2,1.0,1.0,CC',20670566.054659493,0.047923492772824886,0.8380445441132544
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],3188.024940743475,0.7941359925834398,40,0.5,0.2,1.0,1.0,CC',22953779.57335302,0.05050093063507142,0.8446369232185112
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],3506.8602741970285,0.7945251884858601,40,0.5,0.2,1.0,1.0,CC',25249393.974218603,0.05296607088722045,0.8474912593730806
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],3824.8052448784783,0.7952946526250151,40,0.5,0.2,1.0,1.0,CC',27538597.763125043,0.055315034723371966,0.850609687348387
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],4142.7838539925415,0.7953278813554707,40,0.5,0.2,1.0,1.0,CC',29828043.7487463,0.05756846686867955,0.8528963482241503
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],4508.151510143041,0.7993736695591019,40,0.5,0.2,1.0,1.0,CC',32458690.8730299,0.060053424526123195,0.8594270940852251
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],4824.8619463617815,0.7981587431255709,40,0.5,0.2,1.0,1.0,CC',34739006.01380483,0.06212708427390018,0.8602858273994711
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],5142.773255874621,0.7967651494368443,40,0.5,0.2,1.0,1.0,CC',37027967.44229727,0.0641412197690471,0.8609063692058914
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],5460.865020641511,0.7949737730331403,40,0.5,0.2,1.0,1.0,CC',39318228.148618884,0.06609509744640546,0.8610688704795457
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],5778.53419341636,0.7928149609506413,40,0.5,0.2,1.0,1.0,CC',41605446.19259779,0.0679903645814131,0.8608053255320544
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],6095.857898694056,0.7906172072417362,40,0.5,0.2,1.0,1.0,CC',43890176.8705972,0.0698322352471297,0.8604494424888659
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],6411.756178199147,0.7879673609671612,40,0.5,0.2,1.0,1.0,CC',46164644.48303386,0.07161879764874188,0.8595861586159032
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],6729.935893994764,0.7851776337501857,40,0.5,0.2,1.0,1.0,CC',48455538.4367623,0.07337430318829297,0.8585519369384786
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],7048.141051195385,0.7824247414434797,40,0.5,0.2,1.0,1.0,CC',50746615.56860678,0.07508891338008214,0.8575136548235619
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],7336.151376648389,0.7797399070406379,40,0.5,0.2,1.0,1.0,CC',52820289.9118684,0.07660774315208997,0.8563476501927278
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],7562.207716932418,0.7840241483718152,40,0.5,0.2,1.0,1.0,CC',54447895.561913416,0.07777908457346626,0.8618032329452815
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],7893.012937344823,0.7796195366121345,40,0.5,0.2,1.0,1.0,CC',56829693.148882724,0.07946208084163069,0.8590816174537651
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],8487.943940887973,0.772661479196128,40,0.5,0.2,1.0,1.0,CC',61113196.37439341,0.0824023841872641,0.8550638633833921
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],9106.33989663577,0.7659523662086816,40,0.5,0.2,1.0,1.0,CC',65565647.25577755,0.08535136173781316,0.8513037279464948
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],9581.390792975795,0.762238223368796,40,0.5,0.2,1.0,1.0,CC',68986013.70942573,0.0875493252347068,0.8497875486035028
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],10067.645342154963,0.7579031852048312,40,0.5,0.2,1.0,1.0,CC',72487046.46351574,0.0897433919736714,0.8476465771785027
['Testpoint Cyclization_40°C_50%SOC_20%DOD_1C_1C_CC'],10606.284183692564,0.7562201451520322,40,0.5,0.2,1.0,1.0,CC',76365246.12258647,0.09211283647033695,0.8483329816223691
