Legend,X,Y,Temperature,SOC,DoD,C_chg,C_dis,method,t,Q_loss_calendar,y_pure_cycle,LABLE,q_smooth,d2q_dt2
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],1286.1742524437982,0.8231868149694531,40,0.5,0.4,1.0,1.0,CC',9260454.617595349,0.0320766076399393,0.8552634226093925,8,0.864231651548995,1.0821676256978816e-15
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],1639.569458891956,0.8203040070031363,40,0.5,0.4,1.0,1.0,CC',11804900.104022082,0.036216246394177,0.8565202533973133,8,0.8571574892512293,1.0195273315342085e-15
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],1932.2224989517103,0.8210725489143735,40,0.5,0.4,1.0,1.0,CC',13912001.992452314,0.0393157978706697,0.8603883467850433,8,0.856259978891716,8.199985123866488e-16
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],2237.00120602503,0.8211074214589962,40,0.5,0.4,1.0,1.0,CC',16106408.683380216,0.0423030455905578,0.863410467049554,8,0.8594995787992236,3.201272657314141e-16
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],2554.4747214451336,0.8191908798594669,40,0.5,0.4,1.0,1.0,CC',18392217.99440496,0.0452052974161034,0.8643961772755704,8,0.8653738558459798,-2.674154511163183e-16
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],2871.360790598705,0.816027958116431,40,0.5,0.4,1.0,1.0,CC',20673797.69231068,0.0479272388074166,0.8639551969238477,8,0.8680546057342123,-3.7240731781955307e-16
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],3187.7700463906845,0.8267531488881407,40,0.5,0.4,1.0,1.0,CC',22951944.33401293,0.0504989117268793,0.87725206061502,8,0.8689891073228171,-2.1684586429305485e-16
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],3506.673477025674,0.8180223734560848,40,0.5,0.4,1.0,1.0,CC',25248049.03458485,0.0529646602173901,0.8709870336734749,8,0.8688374397220064,-1.3311647398529332e-16
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],3824.6498115986255,0.8110723241137494,40,0.5,0.4,1.0,1.0,CC',27537478.643510103,0.055313910759657,0.8663862348734065,8,0.8680846012141057,-1.011900557124912e-16
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],4142.662941062462,0.8048782871215319,40,0.5,0.4,1.0,1.0,CC',29827173.175649725,0.0575676267545141,0.862445913876046,8,0.8668327398659226,-1.2667280076736773e-16
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],4508.067814601401,0.8046071352515027,40,0.5,0.4,1.0,1.0,CC',32458088.265130084,0.0600528670662407,0.8646600023177435,8,0.8647483217590051,-3.9557624495953804e-17
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],4824.817073431927,0.8008350641301899,40,0.5,0.4,1.0,1.0,CC',34738682.92870988,0.062126795371253,0.862961859501443,8,0.8617058869140064,1.1281814379935796e-16
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],5142.768080734062,0.7974065952596167,40,0.5,0.4,1.0,1.0,CC',37027930.18128525,0.0641411874965848,0.8615477827562015,8,0.8604861698102902,5.14164845614402e-17
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],5460.900476696144,0.793222749890388,40,0.5,0.4,1.0,1.0,CC',39318483.43221224,0.0660953120156699,0.859318061906058,8,0.8591131850936689,-9.501174331933756e-17
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],5778.611142564847,0.7885421977689493,40,0.5,0.4,1.0,1.0,CC',41606000.2264669,0.0679908172726205,0.8565330150415699,8,0.8572867257740582,-6.419048016853086e-17
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],6095.9770837067645,0.785014669554521,40,0.5,0.4,1.0,1.0,CC',43891035.00268871,0.0698329179168459,0.854847587471367,8,0.8545377799127427,7.295726611957541e-17
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],6411.93985695783,0.7810144178845865,40,0.5,0.4,1.0,1.0,CC',46165966.97009638,0.0716198234798304,0.8526342413644169,8,0.8527551457232503,1.0244994993956616e-16
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],6730.162670726526,0.7777239757493123,40,0.5,0.4,1.0,1.0,CC',48457171.22923099,0.0733755394143701,0.8510995151636824,8,0.8514841964144758,1.290254898976745e-17
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],7048.411129054159,0.7738080115369897,40,0.5,0.4,1.0,1.0,CC',50748560.129189946,0.0750903520330917,0.8488983635700815,8,0.8503431524168924,-1.0947795880924255e-16
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],7336.464999514166,0.7710733991505768,40,0.5,0.4,1.0,1.0,CC',52822547.996502,0.0766093806376011,0.847682779788178,8,0.8488659286478565,-1.2468893343879403e-16
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],7562.56523301038,0.7722541370693893,40,0.5,0.4,1.0,1.0,CC',54450469.67767474,0.0777809231202011,0.8500350601895904,8,0.8469455570393747,-1.3479932428624789e-17
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],7893.415162448557,0.7669933220244588,40,0.5,0.4,1.0,1.0,CC',56832589.16962961,0.0794641054953836,0.8464574275198424,8,0.84453026116027,7.586706131820145e-17
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],8488.391076177164,0.7589767031576059,40,0.5,0.4,1.0,1.0,CC',61116415.74847558,0.0824045545908927,0.8413812577484986,8,0.8416072601583379,1.0854616489116708e-17
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],9106.831858397718,0.7518639838944413,40,0.5,0.4,1.0,1.0,CC',65569189.38046357,0.0853536672216675,0.8372176511161088,8,0.8385216083231494,-2.277950084255163e-17
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],9581.927730385538,0.7472315888777502,40,0.5,0.4,1.0,1.0,CC',68989879.65877588,0.0875517783153902,0.8347833671931405,8,0.8354216808724784,5.241370184218903e-18
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],10068.22741524188,0.742163689202421,40,0.5,0.4,1.0,1.0,CC',72491237.38974154,0.089745986247526,0.8319096754499471,8,0.8324558530241013,2.5523528294782847e-17
['Testpoint Cyclization_40°C_50%SOC_40%DOD_1C_1C_CC'],10606.911861234938,0.7385115388139343,40,0.5,0.4,1.0,1.0,CC',76369765.40089156,0.0921155620386151,0.8306271008525494,8,0.8297724999957942,2.1030473318674782e-17
