Legend,X,Y,Temperature,SOC,DoD,C_chg,C_dis,method,t,Q_loss_calendar,y_pure_cycle,LABLE,q_smooth,d2q_dt2
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.2C_0.2C_CC'],1028.9128460191414,0.905690266033306,40,0.5,0.8,0.2,0.2,CC',37040862.45668909,0.0641523874081587,0.9698426534414648,10,0.9694969438632788,-1.3547340535336323e-18
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.2C_0.2C_CC'],1092.5492213527712,0.9021173094546738,40,0.5,0.8,0.2,0.2,CC',39331771.96869976,0.0661064802461084,0.9682237897007824,10,0.9680296188836204,2.0346936150022318e-18
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.2C_0.2C_CC'],1156.101122572028,0.8986531560239429,40,0.5,0.8,0.2,0.2,CC',41619640.41259301,0.0680019614753695,0.9666551174993124,10,0.9666358065805357,-1.9883241709417896e-18
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.2C_0.2C_CC'],1219.5838947851184,0.8953944336554912,40,0.5,0.8,0.2,0.2,CC',43905020.21226426,0.0698440426283931,0.9652384762838844,10,0.9651602276751586,1.2157076845090258e-18
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.2C_0.2C_CC'],1282.8164699723688,0.8916227229051062,40,0.5,0.8,0.2,0.2,CC',46181392.91900528,0.0716317880452417,0.963254510950348,10,0.9637437308346057,8.853268024392269e-18
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.2C_0.2C_CC'],1346.4704081216646,0.8891079777339725,40,0.5,0.8,0.2,0.2,CC',48472934.69237992,0.0733874732368644,0.962495450970837,10,0.9623191006515643,2.745714036199479e-18
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.2C_0.2C_CC'],1410.1293399567685,0.88592634188853,40,0.5,0.8,0.2,0.2,CC',50764656.23844366,0.0751022594318765,0.9610286013204066,10,0.9610240932388623,-4.839761704346634e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.2C_0.2C_CC'],1467.749239642414,0.8827096397230464,40,0.5,0.8,0.2,0.2,CC',52838972.6271269,0.0766212901632669,0.9593309298863134,10,0.9596768105475414,-3.4872130087676144e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.2C_0.2C_CC'],1512.978589334176,0.8807699013416156,40,0.5,0.8,0.2,0.2,CC',54467229.21603033,0.0777928924574678,0.9585627937990834,10,0.9582180699447963,4.5664269874060483e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.2C_0.2C_CC'],1579.1578557156677,0.8775774766804285,40,0.5,0.8,0.2,0.2,CC',56849682.805764034,0.0794760548751623,0.9570535315555908,10,0.9567688825581702,7.904795821843488e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.2C_0.2C_CC'],1698.1621163054474,0.8727231431264254,40,0.5,0.8,0.2,0.2,CC',61133836.1869961,0.0824162979267849,0.9551394410532104,10,0.955111335739223,7.384219014794352e-18
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.2C_0.2C_CC'],1821.858280778312,0.8677448764278917,40,0.5,0.8,0.2,0.2,CC',65586898.10801923,0.0853651924731698,0.9531100689010616,10,0.953362035031172,-1.9016329107697385e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.2C_0.2C_CC'],1916.8859472498816,0.8637852524664136,40,0.5,0.8,0.2,0.2,CC',69007894.10099573,0.0875632082056486,0.9513484606720622,10,0.9515313552614223,-7.800722841410524e-18
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.2C_0.2C_CC'],2014.1541283674708,0.8601846462355099,40,0.5,0.8,0.2,0.2,CC',72509548.62122895,0.0897573204157902,0.9499419666513002,10,0.9496296712573811,4.4332236561883815e-18
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.2C_0.2C_CC'],2121.89855864954,0.8554481045823668,40,0.5,0.8,0.2,0.2,CC',76388348.11138344,0.0921267683890361,0.9475748729714027,10,0.9476673578464556,5.0368377707380104e-18
