Legend,X,Y,Temperature,SOC,DoD,C_chg,C_dis,method,t,Q_loss_calendar,y_pure_cycle,LABLE,q_smooth,d2q_dt2
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],91.81721333089172,0.9824558193613954,40,0.5,0.8,1.0,0.5,CC',991625.9039736304,0.0104965410757286,0.992952360437124,13,0.9932207316773544,5.293917375413172e-16
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],135.66019870040495,0.9781286489218184,40,0.5,0.8,1.0,0.5,CC',1465130.1459643734,0.0127588161715545,0.990887465093373,13,0.9900922365426865,2.673157219231894e-15
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],235.2816025960883,0.9698121782912746,40,0.5,0.8,1.0,0.5,CC',2541041.3080377537,0.016802663908406,0.9866148421996808,13,0.9867790611461253,9.157322339709128e-16
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],427.4456026602136,0.9580836894249236,40,0.5,0.8,1.0,0.5,CC',4616412.508730307,0.0226477249800801,0.9807314144050036,13,0.9794237356953632,3.8660943898475765e-16
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],647.1191401904152,0.9472295443710962,40,0.5,0.8,1.0,0.5,CC',6988886.714056485,0.0278661055931322,0.9750956499642284,13,0.9750063590591802,2.917518427220046e-16
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],858.274982915143,0.938166479676096,40,0.5,0.8,1.0,0.5,CC',9269369.815483546,0.0320920442746795,0.9702585239507756,13,0.9705073334533294,1.2200615081271082e-18
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],1289.0989634149748,0.922153798270844,40,0.5,0.8,1.0,0.5,CC',13922268.80488173,0.0393303023783125,0.9614841006491566,13,0.9617043808779967,1.9349055804568784e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],1492.327796235722,0.9152807545202716,40,0.5,0.8,1.0,0.5,CC',16117140.199345795,0.0423171362616543,0.957597890781926,13,0.9573752489620208,8.394565098625891e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],1704.0570088880331,0.9084714056909786,40,0.5,0.8,1.0,0.5,CC',18403815.69599076,0.0452195478704655,0.9536909535614442,13,0.953519770267242,4.252901832185526e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],1915.396575417701,0.9018360646533432,40,0.5,0.8,1.0,0.5,CC',20686283.014511168,0.0479417087347704,0.9497777733881136,13,0.9497688391390207,5.550236798810254e-18
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],2126.9496910852067,0.8954348417522686,40,0.5,0.8,1.0,0.5,CC',22971056.66372023,0.0505199328438114,0.94595477459608,13,0.9460405865726478,9.559683781188463e-19
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],2339.5684802444985,0.8892937532941371,40,0.5,0.8,1.0,0.5,CC',25267339.58664058,0.0529848899478053,0.9422786432419424,13,0.9422585935854401,8.939302908222779e-18
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],2551.6037965644373,0.8833147359691339,40,0.5,0.8,1.0,0.5,CC',27557321.00289592,0.0553338356203896,0.9386485715895236,13,0.9385503189078087,3.5198423401651693e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],2763.673543165928,0.8774662174313029,40,0.5,0.8,1.0,0.5,CC',29847674.266192023,0.0575874073149237,0.9350536247462268,13,0.9349371475959396,3.332155375076498e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],3430.581454741244,0.8603318469685178,40,0.5,0.8,1.0,0.5,CC',37050279.71120543,0.0641605419289477,0.9244923888974655,13,0.9244106378250888,1.1343971332618515e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],3642.7726280538527,0.8550423800962442,40,0.5,0.8,1.0,0.5,CC',39341944.3829816,0.0661150282849563,0.9211574083812006,13,0.9210288685514378,1.0576087120284989e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_1C_0.5C_CC'],3854.621458687416,0.8496654596838012,40,0.5,0.8,1.0,0.5,CC',41629911.753824085,0.0680103520844068,0.917675811768208,13,0.9176627364999467,1.5004001369899232e-17
