Legend,X,Y,Temperature,SOC,DoD,C_chg,C_dis,method,t,Q_loss_calendar,y_pure_cycle,LABLE,q_smooth,d2q_dt2
['Testpoint Cyclization_40°C_75%SOC_20%DOD_1C_1C_CC'],202.37263062873168,0.960930630175968,40,0.75,0.2,1.0,1.0,CC',1457082.9405268682,0.0136670161705933,0.9745976463465614,16,0.9704697271593117,8.567722788644033e-15
['Testpoint Cyclization_40°C_75%SOC_20%DOD_1C_1C_CC'],351.35297616331616,0.9383460178748728,40,0.75,0.2,1.0,1.0,CC',2529741.4283758765,0.0180081723308645,0.9563541902057372,16,0.9587597535885461,4.280393030521209e-15
['Testpoint Cyclization_40°C_75%SOC_20%DOD_1C_1C_CC'],501.29822491740975,0.9223650161148764,40,0.75,0.2,1.0,1.0,CC',3609347.2194053503,0.0215102720491913,0.9438752881640676,16,0.9471318357162867,1.1752308826656602e-15
['Testpoint Cyclization_40°C_75%SOC_20%DOD_1C_1C_CC'],638.9969376189158,0.912728406819774,40,0.75,0.2,1.0,1.0,CC',4600777.950856194,0.0242855088798165,0.9370139156995904,16,0.9367197053981764,2.088224689415655e-15
['Testpoint Cyclization_40°C_75%SOC_20%DOD_1C_1C_CC'],968.1384092393488,0.8971718652886849,40,0.75,0.2,1.0,1.0,CC',6970596.546523311,0.0298927964515889,0.9270646617402738,16,0.9273123581233897,1.2761711176391604e-15
['Testpoint Cyclization_40°C_75%SOC_20%DOD_1C_1C_CC'],1284.660521842262,0.8856819111681308,40,0.75,0.2,1.0,1.0,CC',9249555.757264286,0.0344343594689401,0.9201162706370708,16,0.9201832824304541,3.820473171999047e-16
['Testpoint Cyclization_40°C_75%SOC_20%DOD_1C_1C_CC'],1637.8725534283642,0.875955963082261,40,0.75,0.2,1.0,1.0,CC',11792682.384684224,0.0388810399415997,0.9148370030238608,16,0.9156541315618469,2.0876826209286184e-16
['Testpoint Cyclization_40°C_75%SOC_20%DOD_1C_1C_CC'],1930.3486333218373,0.8694840712015668,40,0.75,0.2,1.0,1.0,CC',13898510.15991723,0.0422100334146071,0.911694104616174,16,0.9120527564871145,1.9972166249931617e-16
['Testpoint Cyclization_40°C_75%SOC_20%DOD_1C_1C_CC'],2234.9528312295,0.8641829832494613,40,0.75,0.2,1.0,1.0,CC',16091660.384852402,0.0454184177561371,0.9096014010055984,16,0.909456695599516,1.9951952488932932e-16
['Testpoint Cyclization_40°C_75%SOC_20%DOD_1C_1C_CC'],2552.255715909168,0.8598988013119753,40,0.75,0.2,1.0,1.0,CC',18376241.15454601,0.0485355451847365,0.9084343464967118,16,0.9082036545241847,8.639907136114055e-17
['Testpoint Cyclization_40°C_75%SOC_20%DOD_1C_1C_CC'],2868.9725554402435,0.8558429566845058,40,0.75,0.2,1.0,1.0,CC',20656602.399169754,0.0514589614077644,0.9073019180922702,16,0.9068502813330035,5.462678110059746e-17
['Testpoint Cyclization_40°C_75%SOC_20%DOD_1C_1C_CC'],3185.946785229833,0.8523969300955286,40,0.75,0.2,1.0,1.0,CC',22938816.8536548,0.0542271872758006,0.9066241173713292,16,0.906024132799897,4.9509217409560494e-17
['Testpoint Cyclization_40°C_75%SOC_20%DOD_1C_1C_CC'],3504.641466578633,0.849189755139386,40,0.75,0.2,1.0,1.0,CC',25233418.559366155,0.0568747652755523,0.9060645204149383,16,0.9053788511514,2.4123712447320517e-17
['Testpoint Cyclization_40°C_75%SOC_20%DOD_1C_1C_CC'],3822.4515332277824,0.8449973135420819,40,0.75,0.2,1.0,1.0,CC',27521651.039240032,0.0593975885241299,0.9043949020662118,16,0.9048704230640776,1.714529267107589e-17
