Legend,X,Y,Temperature,SOC,DoD,C_chg,C_dis,method,t,Q_loss_calendar,y_pure_cycle,LABLE,q_smooth,d2q_dt2
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],202.67940061496043,0.9656239953686652,40,0.5,0.05,1.0,1.0,CC',1459291.6844277151,0.0127333692113034,0.9783573645799688,9,0.9737955058863834,1.2481014880798838e-15
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],351.73947307132136,0.9391559150813552,40,0.5,0.05,1.0,1.0,CC',2532524.2061135136,0.0167744805566372,0.9559303956379924,9,0.9556080169294536,4.2445765315470516e-15
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],501.7662067478005,0.9148054809145432,40,0.5,0.05,1.0,1.0,CC',3612716.6885841633,0.0200349946434519,0.9348404755579952,9,0.9360157500051918,1.9662525411333197e-15
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],639.5495064539604,0.896838660427775,40,0.5,0.05,1.0,1.0,CC',4604756.446468514,0.0226191150869338,0.9194577755147088,9,0.919079356884396,3.764928526792643e-15
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],968.7804471066652,0.8683706200912154,40,0.5,0.05,1.0,1.0,CC',6975219.219167989,0.0278388447248134,0.8962094648160288,9,0.9048635178421265,2.2636794052438005e-15
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],1285.396142714298,0.8590661258766691,40,0.5,0.05,1.0,1.0,CC',9254852.227542946,0.0320669033185649,0.891133029195234,9,0.8950986195378132,8.918942702939033e-16
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],1638.6993614384587,0.8550225124330719,40,0.5,0.05,1.0,1.0,CC',11798635.402356902,0.0362066353815402,0.8912291478146122,9,0.8909532245644916,7.111484900517354e-16
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],1931.2617948062928,0.8528605580448604,40,0.5,0.05,1.0,1.0,CC',13905084.92260531,0.0393060227163812,0.8921665807612416,9,0.8905743027519817,5.281412851852133e-16
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],2235.9507976310924,0.8523893090273673,40,0.5,0.05,1.0,1.0,CC',16098845.742943864,0.0422931124954004,0.8946824215227678,9,0.8927692194413512,2.659552745469811e-16
['Testpoint Cyclization_40°C_50%SOC_5%DOD_1C_1C_CC'],3187.182373054808,0.8530089172758554,40,0.5,0.05,1.0,1.0,CC',22947713.08599462,0.050494256712346,0.9035031739882012,9,0.902805599421417,2.627475559732475e-18
