Legend,X,Y,Temperature,SOC,DoD,C_chg,C_dis,method,t,Q_loss_calendar,y_pure_cycle,LABLE,q_smooth,d2q_dt2
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_1C_CC'],135.27178910341777,0.980585031901488,40,0.5,0.8,0.5,1.0,CC',1460935.322316912,0.0127405381544287,0.9933255700559168,12,0.99321499642072,1.2644596927924202e-15
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_1C_CC'],234.6927677836221,0.971588396748352,40,0.5,0.8,0.5,1.0,CC',2534681.8920631185,0.0167816248822388,0.9883700216305908,12,0.9892166808457666,6.686266676331836e-16
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_1C_CC'],426.7350244097579,0.9587148458485408,40,0.5,0.8,0.5,1.0,CC',4608738.263625385,0.0226288925550512,0.981343738403592,12,0.9797171591835789,5.956715851115526e-16
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_1C_CC'],646.2279907695545,0.9469562104113092,40,0.5,0.8,0.5,1.0,CC',6979262.300311188,0.0278469117402851,0.9748031221515944,12,0.974958077496759,4.464253717113131e-16
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_1C_CC'],857.4078709399673,0.9374978030800196,40,0.5,0.8,0.5,1.0,CC',9260005.006151646,0.0320758289424821,0.9695736320225016,12,0.970056965831871,1.5551036990498838e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_1C_CC'],1288.0717696244642,0.921377496469984,40,0.5,0.8,0.5,1.0,CC',13911175.111944214,0.039314629456878,0.960692125926862,12,0.960836648625855,2.983754941445932e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_1C_CC'],1491.2889184940436,0.9145166292928129,40,0.5,0.8,0.5,1.0,CC',16105920.319735672,0.0423024042487624,0.9568190335415752,12,0.9564011469033973,8.640682351665035e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_1C_CC'],1702.8784209230762,0.9074726505183102,40,0.5,0.8,0.5,1.0,CC',18391086.945969224,0.0452039074215135,0.9526765579398238,12,0.9524545573946108,2.6633265750115957e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_1C_CC'],2330.464126932104,0.8876420980707713,40,0.5,0.8,0.5,1.0,CC',25169012.570866726,0.0528816949821522,0.9405237930529236,12,0.9405467967842449,9.134782210841792e-18
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_1C_CC'],2542.370261947897,0.8813267499887111,40,0.5,0.8,0.5,1.0,CC',27457598.829037286,0.0552336261069329,0.936560376095644,12,0.9365380000608527,3.3277969735427186e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_1C_CC'],2754.4093297934887,0.875279875483682,40,0.5,0.8,0.5,1.0,CC',29747620.76176968,0.0574908058414599,0.932770681325142,12,0.9326106518312824,3.56703600907357e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_1C_CC'],3421.17394342966,0.8570545784349601,40,0.5,0.8,0.5,1.0,CC',36948678.58904032,0.0640725094190644,0.9211270878540244,12,0.9211738284705849,1.0925362234071645e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_1C_CC'],3633.273795628508,0.8514858765563276,40,0.5,0.8,0.5,1.0,CC',39239356.99278788,0.0660287718020532,0.9175146483583808,12,0.9174843110988078,1.1460661182307424e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_1C_CC'],3845.112435403816,0.8459203251170202,40,0.5,0.8,0.5,1.0,CC',41527214.302361205,0.0679264124074451,0.9138467375244652,12,0.9138408632306813,1.475845163243454e-17
