Legend,X,Y,Temperature,SOC,DoD,C_chg,C_dis,method,t,Q_loss_calendar,y_pure_cycle,LABLE,q_smooth,d2q_dt2
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],101.67346723819576,0.9812258941927458,40,0.5,0.8,0.5,0.5,CC',1464097.9282300188,0.0127543209406035,0.9939802151333492,11,0.99375916164614,1.4634502929531218e-15
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],176.29408791789655,0.9736187897024634,40,0.5,0.8,0.5,0.5,CC',2538634.8660177104,0.0167947057114873,0.9904134954139509,11,0.9908542675815325,6.192766722645054e-16
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],320.3629202706203,0.9626181523580049,40,0.5,0.8,0.5,0.5,CC',4613226.051896933,0.0226399073884712,0.9852580597464762,11,0.9841704046376053,4.0791737741644647e-16
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],485.0546924560253,0.9528621838441436,40,0.5,0.8,0.5,0.5,CC',6984787.571366765,0.0278579323388049,0.9807201161829484,11,0.9806538027738652,3.070139441754981e-16
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],643.4334733542523,0.9447246530584944,40,0.5,0.8,0.5,0.5,CC',9265442.016301231,0.0320852442190224,0.9768098972775168,11,0.9771293978692279,1.446987121121811e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],966.5060542724236,0.9309163729619104,40,0.5,0.8,0.5,0.5,CC',13917687.1815229,0.0393238303204139,0.9702402032823244,11,0.9704674556510284,2.4792282204320968e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],1118.9211238299783,0.925198311720765,40,0.5,0.8,0.5,0.5,CC',16112464.183151688,0.0423109971462051,0.9675093088669702,11,0.9672798669598426,6.653477393023682e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],1277.6846055306971,0.9195054164366844,40,0.5,0.8,0.5,0.5,CC',18398658.31964204,0.0452132113973267,0.9647186278340112,11,0.9644852743109588,2.7366294152795007e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],1913.2336968261448,0.8978718373665626,40,0.5,0.8,0.5,0.5,CC',27550565.23429648,0.0553270525680222,0.9531988899345848,11,0.9530404423210135,1.508249123060939e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],2072.2690316567,0.8925618270945609,40,0.5,0.8,0.5,0.5,CC',29840674.05585648,0.0575806538975662,0.9501424809921272,11,0.950080788138702,1.8172050278828368e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],2572.4090036678936,0.8770881264272147,40,0.5,0.8,0.5,0.5,CC',37042689.65281766,0.0641539696816344,0.9412420961088492,11,0.9412185904649868,5.630248956674467e-18
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],2731.5043895763743,0.8722619882800294,40,0.5,0.8,0.5,0.5,CC',39333663.20989978,0.0661080695693183,0.9383700578493478,11,0.9382931640746587,8.537335085375579e-18
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],2890.388852483344,0.8674160491420443,40,0.5,0.8,0.5,0.5,CC',41621599.47576015,0.0680035619045064,0.9354196110465508,11,0.9354404678155313,1.1373338812978874e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],3049.1007432191946,0.8629895495926739,40,0.5,0.8,0.5,0.5,CC',43907050.70235639,0.0698456576600709,0.9328352072527448,11,0.9326101189039817,2.2501047134982107e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],3207.228863404845,0.8581103812066603,40,0.5,0.8,0.5,0.5,CC',46184095.63302976,0.0716338840994471,0.9297442653061074,11,0.9299199193959737,2.8147606021690944e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],3782.65733084117,0.8423892864035988,40,0.5,0.8,0.5,0.5,CC',54470265.56411285,0.0777950607613399,0.9201843471649388,11,0.9195257786209625,8.697876972636815e-17
['Testpoint Cyclization_40°C_50%SOC_80%DOD_0.5C_0.5C_CC'],3948.1117168559217,0.837927971142609,40,0.5,0.8,0.5,0.5,CC',56852808.72272527,0.079478239866535,0.917406211009144,11,0.9166772605603122,1.5205651753564225e-16
