Time,DischargeCapacity,Type,TemperatureDeg,SOC,capacityPercent,Ua
0,2.995,"TP_10°C,50%SOC",10.0,0.5,1.0,0.12330367674277432
160,2.987,"TP_10°C,50%SOC",10.0,0.5,0.9973288814691151,0.12330367674277432
277,2.985,"TP_10°C,50%SOC",10.0,0.5,0.9966611018363939,0.12330367674277432
409,2.983,"TP_10°C,50%SOC",10.0,0.5,0.9959933222036728,0.12330367674277432
708,2.979,"TP_10°C,50%SOC",10.0,0.5,0.9946577629382304,0.12330367674277432
1009,2.976,"TP_10°C,50%SOC",10.0,0.5,0.9936560934891485,0.12330367674277432
1286,2.973,"TP_10°C,50%SOC",10.0,0.5,0.9926544240400667,0.12330367674277432
1945,2.969,"TP_10°C,50%SOC",10.0,0.5,0.9913188647746243,0.12330367674277432
2579,2.965,"TP_10°C,50%SOC",10.0,0.5,0.9899833055091819,0.12330367674277432
3287,2.963,"TP_10°C,50%SOC",10.0,0.5,0.9893155258764608,0.12330367674277432
3873,2.96,"TP_10°C,50%SOC",10.0,0.5,0.9883138564273789,0.12330367674277432
4483,2.956,"TP_10°C,50%SOC",10.0,0.5,0.9869782971619365,0.12330367674277432
5119,2.954,"TP_10°C,50%SOC",10.0,0.5,0.9863105175292154,0.12330367674277432
5753,2.951,"TP_10°C,50%SOC",10.0,0.5,0.9853088480801335,0.12330367674277432
6388,2.947,"TP_10°C,50%SOC",10.0,0.5,0.9839732888146911,0.12330367674277432
7027,2.946,"TP_10°C,50%SOC",10.0,0.5,0.9836393989983305,0.12330367674277432
7663,2.944,"TP_10°C,50%SOC",10.0,0.5,0.9829716193656093,0.12330367674277432
8300,2.943,"TP_10°C,50%SOC",10.0,0.5,0.9826377295492488,0.12330367674277432
9032,2.937,"TP_10°C,50%SOC",10.0,0.5,0.980634390651085,0.12330367674277432
9666,2.936,"TP_10°C,50%SOC",10.0,0.5,0.9803005008347245,0.12330367674277432
10302,2.935,"TP_10°C,50%SOC",10.0,0.5,0.9799666110183639,0.12330367674277432
10939,2.933,"TP_10°C,50%SOC",10.0,0.5,0.9792988313856427,0.12330367674277432
11575,2.931,"TP_10°C,50%SOC",10.0,0.5,0.9786310517529215,0.12330367674277432
12211,2.93,"TP_10°C,50%SOC",10.0,0.5,0.9782971619365609,0.12330367674277432
12844,2.928,"TP_10°C,50%SOC",10.0,0.5,0.9776293823038397,0.12330367674277432
13481,2.926,"TP_10°C,50%SOC",10.0,0.5,0.9769616026711185,0.12330367674277432
14119,2.924,"TP_10°C,50%SOC",10.0,0.5,0.9762938230383973,0.12330367674277432
14695,2.922,"TP_10°C,50%SOC",10.0,0.5,0.9756260434056762,0.12330367674277432
15148,2.918,"TP_10°C,50%SOC",10.0,0.5,0.9742904841402338,0.12330367674277432
15811,2.918,"TP_10°C,50%SOC",10.0,0.5,0.9742904841402338,0.12330367674277432
17001,2.916,"TP_10°C,50%SOC",10.0,0.5,0.9736227045075124,0.12330367674277432
18239,2.914,"TP_10°C,50%SOC",10.0,0.5,0.9729549248747913,0.12330367674277432
19190,2.912,"TP_10°C,50%SOC",10.0,0.5,0.97228714524207,0.12330367674277432
20163,2.909,"TP_10°C,50%SOC",10.0,0.5,0.9712854757929882,0.12330367674277432
21241,2.904,"TP_10°C,50%SOC",10.0,0.5,0.9696160267111853,0.12330367674277432
